Customer ID,Gender,Age,Married,Number of Dependents,City,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Revenue,Customer Status,Churn Reason
3030-YZADT,Male,57,No,0,Grass Valley,39.099204,-121.137962,0,9,Offer E,Yes,No,Yes,DSL,26.0,No,No,No,No,No,No,Month-to-Month,Mailed Check,44.95,431.0,0.0,10,466.92,Churned,Competitor had better devices
3049-NDXFL,Female,30,No,0,San Diego,32.957195,-117.202542,0,1,Offer E,Yes,Yes,Yes,Fiber Optic,59.0,No,No,No,Yes,Yes,Yes,Month-to-Month,Credit Card,85.8,85.8,0.0,0,120.27,Churned,Competitor made better offer
3058-HJCUY,Male,36,Yes,0,Rancho Cordova,38.591134,-121.161585,1,41,Offer B,Yes,Yes,Yes,Fiber Optic,10.0,No,No,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,102.6,4213.35,2.93,0,6056.65,Churned,Competitor had better devices
3063-QFSZL,Female,37,No,0,San Jose,37.28682,-121.723877,0,1,Offer E,Yes,No,Yes,Cable,4.0,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,55.4,55.4,0.0,0,68.41,Churned,Competitor had better devices
3066-RRJIO,Female,29,No,0,San Francisco,37.722302,-122.491129,0,1,Offer E,Yes,No,Yes,Fiber Optic,46.0,No,No,No,No,No,Yes,Month-to-Month,Credit Card,69.95,69.95,0.0,0,82.99,Churned,Competitor made better offer
3085-QUOZK,Female,55,No,0,Alpine,32.827184,-116.703729,0,1,Offer E,Yes,No,Yes,Cable,9.0,No,No,No,No,No,Yes,Month-to-Month,Credit Card,43.95,43.95,0.0,0,78.43,Churned,Attitude of service provider
3092-IGHWF,Male,34,Yes,0,San Diego,32.957195,-117.202542,1,67,Offer A,Yes,Yes,Yes,Cable,10.0,No,Yes,No,No,No,Yes,One Year,Bank Withdrawal,87.4,5918.8,0.0,0,7821.6,Churned,Competitor made better offer
3096-IZETN,Female,32,No,0,Lomita,33.794209,-118.317354,0,12,Offer D,Yes,No,Yes,Fiber Optic,18.0,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,78.1,947.3,0.0,0,1457.9,Churned,Attitude of support person
3096-JRDSO,Female,73,Yes,0,Fallbrook,33.362575,-117.299644,5,27,Offer C,Yes,Yes,Yes,Fiber Optic,27.0,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,104.3,2867.75,0.0,0,3142.88,Churned,Competitor made better offer
3097-NNSPB,Female,42,No,0,Valley Ford,38.339996,-122.935056,0,2,Offer E,Yes,No,Yes,DSL,13.0,No,Yes,No,No,No,No,Month-to-Month,Credit Card,49.05,91.1,0.0,40,160.5,Churned,Competitor had better devices
3104-OWCGK,Male,21,Yes,0,South Dos Palos,36.959731,-120.653519,1,60,Offer B,Yes,No,Yes,Fiber Optic,52.0,No,Yes,Yes,No,Yes,Yes,One Year,Bank Withdrawal,90.95,5453.4,0.0,0,7448.4,Churned,Moved
3106-ULWFW,Female,32,Yes,0,Fontana,34.049671,-117.468896,0,8,Offer E,Yes,Yes,Yes,Fiber Optic,16.0,No,No,No,Yes,Yes,Yes,Month-to-Month,Credit Card,85.2,627.4,0.0,0,838.68,Churned,Competitor had better devices
3144-AUDBS,Female,59,Yes,0,Calexico,32.690654,-115.431225,1,6,Offer E,Yes,No,Yes,DSL,28.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,49.15,270.8,0.0,0,312.44,Churned,Competitor had better devices
3178-FESZO,Female,45,No,0,Clements,38.227285,-121.02789,0,1,Offer E,Yes,Yes,Yes,Fiber Optic,17.0,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Credit Card,100.25,100.25,0.0,0,120.48,Churned,Don't know
3186-BAXNB,Female,20,No,0,Cottonwood,40.336392,-122.448533,0,1,Offer E,Yes,No,Yes,Fiber Optic,52.0,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Bank Withdrawal,91.7,91.7,0.0,0,108.93,Churned,Attitude of service provider
3192-NQECA,Male,26,Yes,0,Santa Monica,34.031529,-118.491156,4,68,Offer A,Yes,Yes,Yes,Fiber Optic,47.0,No,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,110.0,7611.85,0.0,0,8617.57,Churned,Competitor had better devices
3208-YPIOE,Male,64,No,0,La Mesa,32.782501,-117.01611,0,39,Offer C,Yes,Yes,Yes,Fiber Optic,5.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,75.25,3017.65,0.0,0,4428.28,Churned,Competitor made better offer
3217-FZDMN,Female,66,No,0,Los Angeles,33.973616,-118.24902,0,8,Offer E,Yes,No,Yes,Fiber Optic,8.0,No,No,Yes,Yes,No,Yes,Month-to-Month,Credit Card,94.45,742.95,0.0,0,784.63,Churned,Competitor had better devices
3244-DCJWY,Female,27,No,0,Bakersfield,35.392599,-119.245341,0,1,Offer E,Yes,No,Yes,Fiber Optic,59.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,70.25,70.25,0.0,0,93.25,Churned,Competitor had better devices
3247-ZVOUO,Male,77,Yes,0,Downey,33.956228,-118.120993,0,10,Offer D,Yes,Yes,Yes,Fiber Optic,27.0,No,No,No,Yes,No,Yes,Month-to-Month,Bank Withdrawal,85.55,851.75,0.0,0,911.85,Churned,Attitude of support person
3249-ZPQRG,Male,28,No,0,Diamond Springs,38.683605,-120.811852,0,4,Offer E,Yes,Yes,Yes,Fiber Optic,58.0,No,Yes,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,78.45,330.05,0.0,0,498.29,Churned,Competitor made better offer
3254-YRILK,Male,74,No,0,Dobbins,39.381174,-121.21191,0,19,Offer D,Yes,Yes,Yes,Fiber Optic,9.0,No,Yes,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,88.2,1775.8,0.0,0,2535.23,Churned,Competitor had better devices
3259-FDWOY,Male,60,Yes,0,Elk Grove,38.35363,-121.44195,3,71,Offer A,Yes,Yes,Yes,Fiber Optic,12.0,No,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,106.0,7723.7,0.0,0,11084.84,Churned,Competitor offered higher download speeds
3269-ATYWD,Male,79,No,0,San Francisco,37.800254,-122.436975,0,39,Offer C,Yes,Yes,Yes,Fiber Optic,23.0,No,No,Yes,Yes,No,No,Month-to-Month,Bank Withdrawal,95.65,3759.05,0.0,150,5544.32,Churned,Don't know
3276-HDUEG,Female,23,No,0,Temecula,33.507255,-117.029473,0,1,Offer E,Yes,Yes,Yes,Fiber Optic,58.0,No,No,No,No,No,Yes,Month-to-Month,Mailed Check,75.05,75.05,0.0,0,107.91,Churned,Competitor made better offer
3313-QKNKB,Male,24,Yes,0,Pebble Beach,36.587497,-121.944815,0,59,Offer B,Yes,Yes,Yes,Fiber Optic,52.0,No,No,No,Yes,Yes,Yes,One Year,Bank Withdrawal,85.55,5084.65,0.0,0,5492.34,Churned,Competitor offered more data
3315-TOTBP,Male,29,No,0,Mill Creek,40.331975,-121.460674,0,15,Offer D,Yes,Yes,Yes,Fiber Optic,52.0,No,No,No,No,Yes,Yes,Month-to-Month,Mailed Check,76.0,1130.85,0.0,0,1803.75,Churned,Lack of self-service on Website
3318-OSATS,Male,70,No,0,Sierra City,39.600599,-120.636358,0,35,Offer C,Yes,Yes,Yes,Fiber Optic,29.0,No,No,Yes,Yes,No,No,Month-to-Month,Bank Withdrawal,95.45,3474.05,0.0,80,4782.55,Churned,Don't know
3319-DWOEP,Male,69,Yes,0,San Diego,32.898613,-117.202937,0,6,Offer E,Yes,No,Yes,Fiber Optic,6.0,No,No,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,95.75,573.75,0.0,0,861.15,Churned,Competitor made better offer
3325-FUYCG,Male,58,Yes,0,Five Points,36.397745,-120.119911,1,28,Offer C,Yes,Yes,Yes,Fiber Optic,24.0,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,106.1,2847.4,0.0,0,3116.76,Churned,Service dissatisfaction
3336-JORSO,Female,70,No,0,Hayward,37.656695,-122.048361,0,33,Offer C,Yes,Yes,Yes,Fiber Optic,25.0,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Bank Withdrawal,110.45,3655.45,0.0,70,4294.37,Churned,Product dissatisfaction
3351-NQLDI,Female,41,Yes,0,Travis Afb,38.265899,-121.939461,1,67,Offer A,Yes,Yes,Yes,Fiber Optic,11.0,Yes,No,No,Yes,Yes,Yes,One Year,Credit Card,94.35,6341.45,0.0,0,8414.43,Churned,Long distance charges
3374-LXDEV,Female,42,No,0,Pearblossom,34.445239,-117.894868,0,13,Offer D,Yes,Yes,Yes,Fiber Optic,15.0,No,Yes,No,No,No,Yes,Month-to-Month,Bank Withdrawal,89.4,1132.35,0.0,0,1244.02,Churned,Competitor had better devices
3376-BMGFE,Female,42,No,1,Monrovia,34.1528,-118.000482,0,4,Offer E,Yes,No,Yes,Fiber Optic,27.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,70.9,273.0,8.74,0,398.26,Churned,Product dissatisfaction
3387-VATUS,Male,44,No,0,Aromas,36.878364,-121.629781,0,5,Offer E,Yes,Yes,Yes,Fiber Optic,19.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,94.85,462.8,0.0,0,663.55,Churned,Attitude of service provider
3398-ZOUAA,Male,76,Yes,0,Redwood City,37.499411,-122.196318,1,21,Offer D,Yes,No,Yes,Fiber Optic,18.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,69.1,1474.75,0.0,0,1889.29,Churned,Attitude of support person
3400-ESFUW,Male,28,Yes,0,Cupertino,37.306612,-122.080621,1,55,Offer B,Yes,No,Yes,DSL,48.0,Yes,Yes,No,No,No,No,Two Year,Bank Withdrawal,57.55,3046.4,0.0,60,3590.4,Churned,Competitor offered more data
3419-SNJJD,Female,78,Yes,0,Yorba Linda,33.884073,-117.732197,3,65,Offer B,Yes,Yes,Yes,Fiber Optic,28.0,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,105.25,6786.4,0.0,0,7981.75,Churned,Attitude of support person
3422-LYEPQ,Male,57,Yes,0,Carmel By The Sea,36.554618,-121.922239,1,1,Offer E,Yes,No,Yes,Fiber Optic,19.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,71.0,71.0,0.0,0,89.84,Churned,Attitude of support person
3426-NIYYL,Male,47,No,0,Sausalito,37.848641,-122.515692,0,15,Offer D,Yes,Yes,Yes,DSL,26.0,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,51.55,765.5,0.0,20,832.75,Churned,Attitude of support person
3512-IZIKN,Female,57,Yes,0,San Bernardino,34.183286,-117.221722,1,70,Offer A,Yes,Yes,Yes,DSL,24.0,Yes,No,No,No,No,Yes,Two Year,Credit Card,65.3,4759.75,0.0,0,7746.65,Churned,Product dissatisfaction
3519-ZKXGG,Female,61,Yes,0,San Francisco,37.800254,-122.436975,1,3,Offer E,Yes,Yes,Yes,Fiber Optic,29.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,75.85,256.6,0.0,0,389.62,Churned,Competitor offered more data
3521-SYVOR,Female,26,No,0,San Diego,32.886925,-117.152162,0,37,Offer C,Yes,No,Yes,Cable,71.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,64.75,2345.2,0.0,0,2466.19,Churned,Attitude of support person
3551-HUAZH,Male,68,No,0,Brownsville,39.440687,-121.263583,0,1,Offer E,Yes,Yes,Yes,Fiber Optic,12.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,74.4,74.4,0.0,0,85.48,Churned,Price too high
3571-RFHAR,Male,60,No,0,Santa Paula,34.402343,-119.094824,0,65,Offer B,Yes,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Bank Withdrawal,109.15,6941.2,0.0,140,7689.6,Churned,Attitude of support person
3594-UVONA,Female,27,No,0,Costa Mesa,33.678591,-117.905471,0,35,Offer C,Yes,Yes,Yes,Cable,46.0,Yes,No,Yes,Yes,Yes,No,One Year,Credit Card,85.95,3110.1,0.0,0,3418.1,Churned,Extra data charges
3606-TWKGI,Male,68,No,0,Rowland Heights,33.976753,-117.897367,0,13,Offer D,Yes,Yes,Yes,Cable,11.0,No,Yes,Yes,Yes,No,No,Month-to-Month,Bank Withdrawal,106.9,1364.3,0.0,10,1799.14,Churned,Competitor had better devices
3669-OYSJI,Male,47,No,0,Porter Ranch,34.281911,-118.556218,0,1,Offer E,Yes,No,Yes,DSL,21.0,No,No,No,No,No,Yes,Month-to-Month,Credit Card,46.2,46.2,0.0,0,94.78,Churned,Attitude of support person
3671-SHRSP,Male,46,Yes,0,Marina,36.689582,-121.758398,1,4,Offer E,Yes,No,Yes,Fiber Optic,2.0,No,No,No,No,No,Yes,Month-to-Month,Mailed Check,80.6,319.15,0.0,0,376.35,Churned,Competitor offered more data
3672-YITQD,Male,71,Yes,0,Castaic,34.506627,-118.699048,1,36,Offer C,Yes,Yes,Yes,Fiber Optic,15.0,No,No,No,Yes,No,Yes,Month-to-Month,Bank Withdrawal,84.1,3021.6,0.0,0,4161.0,Churned,Competitor made better offer
3683-QKIUE,Female,51,No,0,San Francisco,37.768881,-122.395521,0,6,Offer E,Yes,No,Yes,DSL,12.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,50.8,288.05,0.0,0,419.51,Churned,Competitor offered higher download speeds
3685-YLCMQ,Male,34,No,0,Dobbins,39.381174,-121.21191,0,58,Offer B,Yes,Yes,Yes,Fiber Optic,25.0,No,No,Yes,Yes,Yes,No,One Year,Bank Withdrawal,104.65,6219.6,0.0,40,8645.72,Churned,Service dissatisfaction
3714-JTVOV,Female,76,Yes,0,Crows Landing,37.435664,-121.049056,1,42,Offer B,Yes,No,Yes,Fiber Optic,21.0,Yes,No,No,No,No,Yes,Month-to-Month,Credit Card,74.15,3229.4,0.0,0,3351.2,Churned,Attitude of support person
3716-BDVDB,Male,62,No,0,San Diego,32.957195,-117.202542,0,1,Offer E,Yes,No,Yes,Fiber Optic,18.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,69.1,69.1,0.0,0,107.76,Churned,Competitor made better offer
3744-ZRRDZ,Male,25,No,0,Torrance,33.833699,-118.314387,0,21,Offer D,Yes,Yes,Yes,Fiber Optic,48.0,No,Yes,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,82.35,1852.85,0.0,0,2120.81,Churned,Network reliability
3746-EUBYR,Male,63,Yes,0,Fallbrook,33.362575,-117.299644,1,1,Offer E,Yes,Yes,Yes,Fiber Optic,3.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,74.6,74.6,0.0,0,119.33,Churned,Competitor made better offer
3763-GCZHZ,Male,23,Yes,0,Hathaway Pines,38.184914,-120.364085,1,66,Offer A,Yes,Yes,Yes,Fiber Optic,85.0,No,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,104.05,6890.0,0.0,0,8214.62,Churned,Competitor offered more data
3765-JXVKY,Female,23,No,0,Paynes Creek,40.343213,-121.815412,0,1,Offer E,Yes,No,Yes,Fiber Optic,69.0,No,Yes,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,74.7,74.7,0.0,0,118.81,Churned,Competitor offered more data
3768-NLUBH,Male,73,Yes,0,Torrance,33.840399,-118.353714,1,57,Offer B,Yes,Yes,Yes,Fiber Optic,3.0,No,No,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,100.6,5746.15,0.0,0,8145.85,Churned,Network reliability
3804-RVTGV,Male,55,Yes,0,Mountain View,37.419725,-122.062947,6,50,Offer B,Yes,Yes,Yes,Fiber Optic,14.0,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,103.85,5017.9,0.0,0,7128.4,Churned,Price too high
3834-XUIFC,Male,23,No,0,Long Beach,33.771612,-118.143866,0,7,Offer E,Yes,Yes,Yes,Fiber Optic,26.0,No,No,No,Yes,Yes,Yes,Month-to-Month,Credit Card,85.2,602.55,0.0,0,734.36,Churned,Attitude of support person
3838-OZURD,Male,28,Yes,0,Somes Bar,41.444606,-123.471895,0,66,Offer A,Yes,Yes,Yes,Fiber Optic,51.0,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Credit Card,105.0,7133.25,0.0,0,7613.73,Churned,Competitor had better devices
3842-IYKUE,Female,28,No,0,San Leandro,37.687264,-122.15728,0,35,Offer C,Yes,Yes,Yes,Fiber Optic,41.0,No,Yes,No,No,Yes,No,Month-to-Month,Credit Card,85.3,2917.5,23.89,130,4603.51,Churned,Competitor offered more data
3870-MQAMG,Female,21,Yes,0,Camp Nelson,36.057458,-118.591951,1,54,Offer B,Yes,Yes,Yes,Fiber Optic,71.0,No,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,110.35,5893.15,0.0,0,6010.87,Churned,Competitor had better devices
3874-EQOEP,Male,32,No,4,Long Beach,33.783047,-118.1486,0,7,Offer E,Yes,Yes,Yes,Cable,28.0,No,No,Yes,Yes,Yes,No,Month-to-Month,Credit Card,95.0,655.5,36.6,10,772.54,Churned,Competitor had better devices
3926-CUQZX,Male,27,No,0,Campo,32.673483,-116.472863,0,1,Offer E,Yes,No,Yes,DSL,58.0,No,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,45.1,45.1,0.0,0,56.16,Churned,Don't know
3927-NLNRY,Male,48,Yes,0,Long Barn,38.109125,-120.078597,1,53,Offer B,Yes,No,Yes,Fiber Optic,9.0,No,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,94.25,4867.95,0.0,0,5703.76,Churned,Moved
3934-HXCFZ,Male,33,Yes,0,Pinecrest,38.224869,-119.755729,1,23,Offer D,Yes,Yes,Yes,Fiber Optic,7.0,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,99.25,2186.4,0.0,0,2628.0,Churned,Service dissatisfaction
3946-MHCZW,Male,50,No,0,Ontario,34.035602,-117.591528,0,1,Offer E,Yes,No,Yes,DSL,11.0,No,No,No,No,No,Yes,Month-to-Month,Credit Card,50.9,50.9,0.0,0,57.85,Churned,Attitude of support person
3957-LXOLK,Female,75,No,0,Shingletown,40.497441,-121.827524,0,28,Offer C,Yes,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,106.15,3152.5,0.0,0,3423.26,Churned,Competitor offered more data
3982-XWFZQ,Female,30,Yes,0,Denair,37.524721,-120.757977,2,42,Offer B,Yes,Yes,Yes,Cable,41.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,50.25,2203.65,28.49,0,2628.34,Churned,Competitor offered more data
3992-YWPKO,Female,55,No,0,Atwater,37.321233,-120.656354,0,6,Offer E,Yes,Yes,Yes,Fiber Optic,10.0,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Credit Card,109.9,669.45,0.0,0,791.61,Churned,Competitor had better devices
4013-TLDHQ,Male,59,No,0,Berkeley,37.871416,-122.246597,0,19,Offer D,Yes,No,Yes,Fiber Optic,25.0,No,Yes,No,No,No,Yes,Month-to-Month,Bank Withdrawal,78.25,1490.95,0.0,0,1875.89,Churned,Competitor had better devices
4013-UBXWQ,Female,33,No,0,Fallbrook,33.362575,-117.299644,0,7,Offer E,Yes,Yes,Yes,Cable,19.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,74.65,521.1,28.35,0,834.49,Churned,Competitor made better offer
4080-OGPJL,Female,53,No,0,San Pedro,33.736387,-118.284363,0,8,Offer E,Yes,Yes,Yes,DSL,18.0,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,71.15,563.65,0.0,0,948.77,Churned,Don't know
4086-YQSNZ,Female,74,Yes,0,Glencoe,38.358464,-120.579304,1,3,Offer E,Yes,No,Yes,Fiber Optic,9.0,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,80.4,224.05,0.0,0,233.92,Churned,Attitude of service provider
4088-YLDSU,Male,21,Yes,0,Redwood City,37.410567,-122.297152,1,55,Offer B,Yes,Yes,Yes,Fiber Optic,76.0,No,No,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,104.15,5743.05,0.0,0,6326.6,Churned,Competitor had better devices
4110-PFEUZ,Female,54,No,0,Daggett,34.875144,-116.821698,0,1,Offer E,Yes,No,Yes,Fiber Optic,13.0,No,No,No,No,No,Yes,Month-to-Month,Credit Card,69.55,69.55,0.0,0,99.33,Churned,Competitor had better devices
4112-LUEIZ,Male,55,No,0,La Palma,33.850504,-118.039892,0,10,Offer D,Yes,No,Yes,Fiber Optic,2.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,89.5,863.1,0.0,0,990.9,Churned,Attitude of support person
4143-OOBWZ,Male,33,Yes,0,Fresno,36.793601,-119.761131,0,5,Offer E,Yes,Yes,Yes,Fiber Optic,26.0,No,Yes,No,No,No,Yes,Month-to-Month,Bank Withdrawal,81.3,416.3,0.0,0,541.85,Churned,Attitude of service provider
4145-UQXUQ,Female,71,No,0,Berkeley,37.872902,-122.303708,0,8,Offer E,Yes,No,Yes,Fiber Optic,9.0,No,No,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,92.1,729.95,0.0,0,1073.39,Churned,Competitor had better devices
4154-AQUGT,Male,76,Yes,0,San Diego,32.957195,-117.202542,1,13,Offer D,Yes,No,Yes,Fiber Optic,5.0,No,Yes,No,Yes,No,Yes,Month-to-Month,Bank Withdrawal,89.05,1169.35,0.0,0,1188.46,Churned,Competitor made better offer
4184-TJFAN,Female,68,Yes,0,Berkeley,37.897753,-122.279391,1,3,Offer E,Yes,No,Yes,Fiber Optic,2.0,Yes,No,Yes,No,No,Yes,Month-to-Month,Mailed Check,88.3,273.75,0.0,0,351.06,Churned,Attitude of support person
4193-ORFCL,Female,80,No,0,North Hollywood,34.187599,-118.387125,0,1,Offer E,Yes,No,Yes,DSL,14.0,No,No,No,No,No,Yes,Month-to-Month,Credit Card,45.1,45.1,0.0,0,60.34,Churned,Competitor had better devices
4201-JMNGR,Female,66,No,0,Lucerne Valley,34.508417,-116.856103,0,1,Offer E,Yes,No,Yes,Cable,22.0,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,55.8,55.8,0.0,0,82.02,Churned,Service dissatisfaction
4208-UFFGW,Male,80,No,0,Byron,37.83323,-121.601461,0,2,Offer E,Yes,No,Yes,DSL,11.0,No,No,No,No,No,Yes,Month-to-Month,Credit Card,44.95,85.15,0.0,0,138.39,Churned,Don't know
4210-QFJMF,Female,41,No,0,Fallbrook,33.362575,-117.299644,0,4,Offer E,Yes,No,Yes,Fiber Optic,23.0,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,79.15,317.25,0.0,0,464.89,Churned,Competitor made better offer
4228-ZGYUW,Male,42,No,0,San Francisco,37.791998,-122.408653,0,4,Offer E,Yes,Yes,Yes,Fiber Optic,11.0,No,Yes,No,Yes,Yes,No,Month-to-Month,Bank Withdrawal,90.05,368.1,0.0,30,447.06,Churned,Competitor offered more data
4237-RLAQD,Male,58,No,0,Callahan,41.388397,-122.794636,0,1,Offer E,Yes,No,Yes,Cable,12.0,No,No,No,No,No,Yes,Month-to-Month,Credit Card,45.85,45.85,0.0,0,90.6,Churned,Attitude of support person
4248-HCETZ,Male,77,Yes,0,Sacramento,38.584505,-121.491956,1,30,Offer C,Yes,No,Yes,Fiber Optic,4.0,No,Yes,No,No,No,Yes,Month-to-Month,Credit Card,79.65,2365.15,0.0,0,2552.05,Churned,Attitude of support person
4248-QPAVC,Female,80,Yes,0,San Diego,32.957195,-117.202542,1,17,Offer D,Yes,Yes,Yes,Fiber Optic,6.0,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,85.35,1463.45,0.0,0,2089.39,Churned,Competitor made better offer
4250-FDVOU,Female,44,No,0,Woodland,38.71967,-121.862416,0,6,Offer E,Yes,No,Yes,DSL,22.0,Yes,Yes,No,No,No,Yes,Month-to-Month,Bank Withdrawal,56.25,389.1,0.0,0,492.18,Churned,Attitude of support person
4250-ZBWLV,Male,24,No,0,Olema,38.052209,-122.775567,0,68,Offer A,Yes,Yes,Yes,Fiber Optic,73.0,No,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,108.45,7176.55,9.68,0,8645.19,Churned,Competitor offered higher download speeds
4282-YMKNA,Female,55,No,0,Biola,36.798882,-120.019511,0,9,Offer E,Yes,Yes,Yes,Fiber Optic,12.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,74.75,706.6,0.0,0,854.92,Churned,Competitor made better offer
4285-GYRQC,Female,63,Yes,0,Newport Beach,33.606336,-117.893042,1,7,Offer E,Yes,No,Yes,Fiber Optic,26.0,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,86.25,587.1,0.0,0,899.72,Churned,Attitude of support person
4289-DTDKW,Male,54,Yes,0,Madera,36.902954,-120.194274,1,40,Offer B,Yes,Yes,Yes,Cable,4.0,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,101.3,4113.1,0.0,0,5015.5,Churned,Competitor had better devices
4307-KTUMW,Male,27,Yes,0,Santa Barbara,34.457541,-119.631072,1,53,Offer B,Yes,Yes,Yes,Fiber Optic,73.0,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,93.9,5029.2,0.0,0,6684.92,Churned,Attitude of service provider
4317-VTEOA,Male,61,No,0,Rowland Heights,33.976753,-117.897367,0,1,Offer E,Yes,No,Yes,DSL,3.0,No,Yes,No,No,No,Yes,Month-to-Month,Bank Withdrawal,50.75,50.75,0.0,0,93.78,Churned,Competitor had better devices
4322-RCYMT,Male,63,Yes,0,San Diego,32.85723,-117.209774,1,68,Offer A,Yes,Yes,Yes,DSL,18.0,No,Yes,No,Yes,Yes,No,One Year,Bank Withdrawal,75.8,5293.95,0.0,90,7368.19,Churned,Competitor made better offer
4325-NFSKC,Male,68,No,0,Pacific Palisades,34.079449,-118.548306,0,19,Offer D,Yes,Yes,Yes,Fiber Optic,25.0,Yes,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,90.6,1660.0,0.0,0,2194.28,Churned,Extra data charges
4349-GFQHK,Male,30,No,0,Mentone,34.103578,-117.04054,0,1,Offer E,Yes,Yes,Yes,DSL,52.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,54.35,54.35,0.0,0,79.74,Churned,Attitude of service provider
4361-BKAXE,Female,23,No,0,Boulder Creek,37.171727,-122.142961,0,41,Offer B,Yes,Yes,Yes,Fiber Optic,59.0,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,114.5,4527.45,0.0,0,5411.41,Churned,Competitor made better offer
4361-JEIVL,Male,29,No,3,Greenfield,36.248708,-121.386617,0,1,Offer E,Yes,No,Yes,DSL,52.0,No,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,44.4,44.4,0.0,0,51.54,Churned,Attitude of service provider
4369-HTUIF,Male,73,No,0,Pismo Beach,35.165668,-120.655842,0,6,Offer E,Yes,No,Yes,Fiber Optic,30.0,Yes,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,85.15,503.6,0.0,0,680.06,Churned,Attitude of service provider
