,currentRanking,userId,displayName,userUrl,joinDate,tier,totalGoldMedals,totalSilverMedals,totalBronzeMedals,points
608,609,5138057,Harshit Shankhdhar,/harshitshankhdhar,2020-05-21,EXPERT,0,1,2,25
609,610,5592707,Vaishnavi V,/vaishnavivenkatesan,2020-08-08,EXPERT,0,0,8,25
610,611,5955223,Nisarg Chodavadiya,/nisargchodavadiya,2020-10-14,EXPERT,0,0,3,25
611,612,6145551,Dspyt,/pavfedotov,2020-11-11,EXPERT,0,0,4,25
612,613,7234856,BOOBA,/youneseloiarm,2021-04-20,EXPERT,0,0,3,25
613,614,7625397,Gabriel Santello,/gabrielsantello,2021-06-09,EXPERT,0,0,3,25
614,615,8225537,M Faarisul Ilmi,/mfaaris,2021-08-27,EXPERT,0,0,3,25
615,616,10140537,Shi Long Zhuang,/shilongzhuang,2022-04-04,EXPERT,0,0,3,25
616,617,10716378,MaxMnemo1010,/maxmnemo1010,2022-06-02,EXPERT,0,0,3,25
617,618,166871,Liling Tan,/alvations,2014-02-17,EXPERT,0,0,12,24
618,619,367178,Rob Harrand,/tentotheminus9,2015-06-12,EXPERT,0,2,3,24
619,620,458815,Laura Fink,/allunia,2015-11-04,EXPERT,0,0,6,24
620,621,801148,Kheirallah Samaha,/khsamaha,2016-11-18,EXPERT,0,2,2,24
621,622,851857,Shruti_Iyyer,/shrutimechlearn,2016-12-30,EXPERT,0,1,2,24
622,623,880183,CoreyChristensen,/chrico03,2017-01-23,EXPERT,0,0,3,24
623,624,1272482,Sani Kamal,/sanikamal,2017-09-17,EXPERT,0,2,1,24
624,625,1383867,Adeel Zafar,/adizafar,2017-11-02,EXPERT,0,0,3,24
625,626,1817124,Narendra Prasath,/narendrageek,2018-04-13,EXPERT,0,1,3,24
626,627,2913628,Daria Chemkaeva,/lsind18,2019-03-08,EXPERT,0,0,8,24
627,628,2998588,ma7555,/ma7555,2019-03-27,EXPERT,0,1,3,24
628,629,3489917,Hamza,/hamzaghanmi,2019-07-21,EXPERT,0,0,4,24
629,630,4754773,Farhan Hai Khan,/farhanhaikhan,2020-03-27,EXPERT,0,0,4,24
630,631,5460123,Kritanjali Jain,/kritanjalijain,2020-07-13,EXPERT,0,0,4,24
631,632,5506556,Data Storm,/paulrohan2020,2020-07-21,EXPERT,0,0,4,24
632,633,6426050,Muhammad Shahid Mirza,/methoomirza,2020-12-24,EXPERT,0,0,5,24
633,634,6542693,george saavedra,/georgesaavedra,2021-01-18,EXPERT,0,0,3,24
634,635,6629778,Sardor Abdirayimov,/sardorabdirayimov,2021-01-31,EXPERT,0,0,5,24
635,636,7309923,Shawkat Sujon,/shawkatsujon,2021-04-30,EXPERT,0,0,3,24
636,637,7763888,Zeenb,/zeeenb,2021-06-24,EXPERT,0,0,3,24
637,638,8065938,Mainak Chaudhuri,/brijlaldhankour,2021-08-04,EXPERT,0,0,3,24
638,639,8199477,Wassim Chouchen,/wassimchouchen,2021-08-23,EXPERT,0,0,4,24
639,640,10932954,AKS,/bpmtips,2022-06-28,EXPERT,0,0,4,24
640,641,229290,KP,/skihikingkevin,2014-08-26,EXPERT,1,1,1,23
641,642,337744,Tolga,/tolgadincer,2015-04-19,EXPERT,0,1,2,23
642,643,418526,RVK,/rahulvks,2015-09-14,EXPERT,0,0,3,23
643,644,436401,tkm2261,/tkm2261,2015-10-06,EXPERT,0,1,2,23
644,645,1918280,Ashish Gupta,/roydatascience,2018-05-16,EXPERT,0,2,5,23
645,646,2205850,Yash Gupta,/eryash15,2018-09-03,EXPERT,0,1,2,23
646,647,2674691,Alexander Antonov,/trolukovich,2019-01-05,EXPERT,0,0,6,23
647,648,2884552,Neelima Jauhari,/nilimajauhari,2019-03-02,EXPERT,0,3,1,23
648,649,2974763,yash chaudhary,/yash612,2019-03-21,EXPERT,1,1,1,23
649,650,3015400,Navin Mundhra,/navinmundhra,2019-03-30,EXPERT,1,0,2,23
650,651,3165553,Rini Christy,/rinichristy,2019-05-01,EXPERT,0,0,4,23
651,652,3679261,Sayantan Kirtaniya,/sayantankirtaniya,2019-09-08,EXPERT,0,0,5,23
652,653,3987701,Taran Marley,/taranmarley,2019-11-06,EXPERT,0,0,3,23
653,654,3991483,Dr. Amritpal Singh,/amritpal333,2019-11-06,EXPERT,0,0,5,23
654,655,4430478,Pierre-Louis DANIEAU,/pierrelouisdanieau,2020-02-03,EXPERT,0,0,3,23
655,656,4663666,Manikantan R Nair,/manikantanrnair,2020-03-13,EXPERT,0,0,5,23
656,657,5286157,Akuppps,/akuppps,2020-06-12,EXPERT,0,0,3,23
657,658,5428597,Nandini Bagga,/nandinibagga,2020-07-07,EXPERT,0,0,8,23
658,659,6446811,Kartik Khandelwal,/kartik2khandelwal,2020-12-30,EXPERT,0,0,3,23
659,660,6584683,Nadia Nizam,/nadianizam,2021-01-24,EXPERT,0,0,3,23
660,661,7089355,Gaurav Topre,/gauravtopre,2021-04-02,EXPERT,0,0,4,23
661,662,7980944,Ahmed,/dsxavier,2021-07-25,EXPERT,0,0,3,23
662,663,8167377,Aishik Rakshit,/aishikai,2021-08-18,EXPERT,0,0,5,23
663,664,9139023,Himanshu Nayal,/himanshunayal,2021-12-10,EXPERT,0,0,3,23
664,665,201774,Mark Peng,/markpeng,2014-05-29,EXPERT,0,0,5,22
665,666,710858,Canggih P Wibowo,/canggih,2016-09-10,EXPERT,0,1,4,22
666,667,908174,Ken Miller,/mlconsult,2017-02-11,EXPERT,0,1,2,22
667,668,1315989,Nitisha,/nitishabharathi,2017-10-06,EXPERT,0,1,3,22
668,669,1785459,Adnan Zaidi,/adnanzaidi,2018-04-03,EXPERT,0,2,2,22
669,670,2030328,Joseph Mohr,/josephvm,2018-06-29,EXPERT,0,0,3,22
670,671,2175703,Bhushan Kapkar,/bpkapkar,2018-08-23,EXPERT,0,1,5,22
671,672,2591653,Abhinand,/abhinand05,2018-12-08,EXPERT,0,1,4,22
672,673,3595027,Gotam Dahiya,/apollo2506,2019-08-18,EXPERT,0,1,2,22
673,674,4874474,salah sammari,/midouazerty,2020-04-13,EXPERT,0,0,6,22
674,675,4999317,Pranjal Verma,/pranjalverma08,2020-05-01,EXPERT,0,0,3,22
675,676,5118474,Shreya Sajal,/shreyasajal,2020-05-18,EXPERT,0,0,3,22
676,677,5960949,Amir Pourmand,/amirpourmand,2020-10-14,EXPERT,0,0,3,22
677,678,6179408,Pawan Kumar Yadav,/pawankumar97,2020-11-17,EXPERT,0,0,3,22
678,679,6294032,Chien-Hsiang Hung,/chienhsianghung,2020-12-02,EXPERT,0,1,3,22
679,680,6641705,Saad Azam,/sadmadlad,2021-02-02,EXPERT,0,0,3,22
680,681,8321670,Dhinahar P,/dhinaharp,2021-09-10,EXPERT,0,0,3,22
681,682,172795,Jeff Heaton,/jeffheaton,2014-03-10,EXPERT,0,0,5,21
682,683,214989,steubk,/steubk,2014-07-09,EXPERT,0,0,3,21
683,684,505747,anokas,/anokas,2016-01-16,EXPERT,2,0,2,21
684,685,847012,Daisuke Ishii,/daiearth22,2016-12-25,EXPERT,0,1,5,21
685,686,873724,Benjamin Minixhofer,/bminixhofer,2017-01-18,EXPERT,0,2,2,21
686,687,886142,Shane Smith,/smid80,2017-01-27,EXPERT,1,0,4,21
687,688,1295006,Harveen Singh Chadha,/harveenchadha,2017-09-27,EXPERT,0,0,5,21
688,689,1433386,V.Prasanna Kumar,/vpkprasanna,2017-11-20,EXPERT,0,1,6,21
689,690,1472857,Muhammad Bux Alvi,/mbalvi75,2017-12-05,EXPERT,0,0,4,21
690,691,1971779,Landry KEZEBOU,/landrykezebou,2018-06-06,EXPERT,0,0,4,21
691,692,2337246,Asim Zahid,/asimzahid,2018-10-08,EXPERT,0,0,4,21
692,693,2594804,Volkan Özdemir,/volkandl,2018-12-09,EXPERT,0,0,4,21
693,694,2686945,SIDDHARTH M,/siddharthm1698,2019-01-09,EXPERT,1,0,2,21
694,695,3177784,Yirun Zhang,/gogo827jz,2019-05-04,EXPERT,0,0,5,21
695,696,3363440,Fares Sayah,/faressayah,2019-06-18,EXPERT,0,2,2,21
696,697,3379581,ME2MLE,/samsonlo,2019-06-22,EXPERT,0,0,3,21
697,698,3387210,Prateek Majumder,/prateekmaj21,2019-06-24,EXPERT,0,0,4,21
698,699,3391284,Erin Ward,/eward96,2019-06-25,EXPERT,0,0,6,21
699,700,3400968,Valentyn Sichkar,/valentynsichkar,2019-06-27,EXPERT,0,1,3,21
700,701,3698700,Dev Khant,/devkhant24,2019-09-12,EXPERT,0,0,3,21
701,702,4277074,Rohit Sahoo,/rohitsahoo,2020-01-02,EXPERT,0,1,2,21
702,703,4616296,Ertuğrul Demir,/datafan07,2020-03-05,EXPERT,0,1,3,21
703,704,4751080,Paulo Breviglieri,/pcbreviglieri,2020-03-27,EXPERT,0,1,4,21
704,705,4949147,Vishnu Varthan Rao,/vishnuvarthanrao,2020-04-24,EXPERT,1,0,2,21
705,706,5011653,Saurabh Patra,/patrasaurabh,2020-05-03,EXPERT,0,0,4,21
706,707,5216831,Chandrima D,/chandrimad31,2020-06-02,EXPERT,0,0,3,21
707,708,5529272,Umair Nasir14,/umairnasir14,2020-07-26,EXPERT,0,2,2,21
708,709,6374959,Raj Gupta,/rajgupta2019,2020-12-13,EXPERT,0,0,3,21
709,710,6541719,Ahmed Dawoud,/ahmedmohameddawoud,2021-01-17,EXPERT,0,0,4,21
710,711,6762435,antoreepjana,/antoreepjana,2021-02-19,EXPERT,0,0,4,21
711,712,6800357,Maximiliano Diaz Battan,/maxdiazbattan,2021-02-24,EXPERT,0,0,3,21
712,713,8014035,Ebrahim Haque Bhatti,/ebrahimhaquebhatti,2021-07-30,EXPERT,0,0,3,21
713,714,8399738,Mayur Dalvi,/mayurdalvi,2021-09-21,EXPERT,0,0,4,21
714,715,9118199,Shray Garg,/zwartfreak,2021-12-08,EXPERT,0,0,3,21
715,716,10595220,Daniel Albarracin Morales,/danielalbarracinm,2022-05-20,EXPERT,0,0,3,21
716,717,3346,Eu Jin Lok,/ejlok1,2010-10-21,EXPERT,0,1,2,20
717,718,804629,Vasiliy,/vgarshin,2016-11-21,EXPERT,0,0,4,20
718,719,872208,Jean-Michel D.,/jeanmidev,2017-01-17,EXPERT,1,0,3,20
719,720,874280,LPLenka,/lplenka,2017-01-19,EXPERT,0,1,3,20
720,721,918115,LiamLarsen,/kingburrito666,2017-02-18,EXPERT,0,3,4,20
721,722,1348567,Ulrich G.,/ulrich07,2017-10-20,EXPERT,0,0,5,20
722,723,1500455,Saber MalekzadeH,/sabermalek,2017-12-17,EXPERT,0,0,3,20
723,724,1905996,Kaushal Shah,/kaushal2896,2018-05-12,EXPERT,0,1,3,20
724,725,2185587,Jay tilala,/jaytilala,2018-08-27,EXPERT,0,0,3,20
725,726,2836169,ozgurdogan,/ozgurdogan646,2019-02-19,EXPERT,0,0,4,20
726,727,3502800,Naman Manchanda,/namanmanchanda,2019-07-24,EXPERT,0,1,2,20
727,728,3809469,Mohammad Reza Ghari,/rezaghari,2019-10-05,EXPERT,0,2,1,20
728,729,3913463,Evan Zhang,/ironicninja,2019-10-23,EXPERT,0,0,6,20
729,730,4010658,Elvin Aghammadzada,/elvinagammed,2019-11-10,EXPERT,0,1,2,20
730,731,4494276,Haithem Hermessi,/haithemhermessi,2020-02-14,EXPERT,0,0,7,20
731,732,4695459,Himanshu,/himanshu007121,2020-03-18,EXPERT,0,0,3,20
732,733,4852445,Vagif Aliyev,/vagifa,2020-04-10,EXPERT,0,0,4,20
733,734,5256931,Abhishek Kumar,/uniabhi,2020-06-08,EXPERT,0,0,3,20
734,735,5352905,Kaveh Shahhosseini,/kavehshahhosseini,2020-06-23,EXPERT,0,0,3,20
735,736,5484583,Ege Akyol,/egeakyol,2020-07-17,EXPERT,0,0,3,20
736,737,5521351,The ML PhD Student,/themlphdstudent,2020-07-24,EXPERT,0,0,5,20
737,738,5535331,Vishwesh Salodkar,/vishweshsalodkar,2020-07-27,EXPERT,0,0,5,20
738,739,5973456,lastsunset,/zhakhangershaidullov,2020-10-16,EXPERT,0,0,5,20
739,740,6129318,Shahrayar,/muhammadshahrayar,2020-11-09,EXPERT,0,0,4,20
740,741,6276342,Anand Kumar Sahu,/anandkumarsahu09,2020-11-30,EXPERT,0,0,3,20
741,742,6710117,T.J. Kyner,/tjkyner,2021-02-12,EXPERT,0,0,4,20
742,743,7011497,AKR,/raj401,2021-03-23,EXPERT,0,0,3,20
743,744,7192361,Aryan Tiwari,/aryantiwari123,2021-04-15,EXPERT,0,0,3,20
744,745,7660288,Umesh Kumar Adari,/umeshkumar017,2021-06-12,EXPERT,0,0,5,20
745,746,7807714,Ayush Jain,/ayushjain001,2021-06-30,EXPERT,0,0,3,20
746,747,8726614,VaibhavChopra,/vaibhavchopra2,2021-10-28,EXPERT,0,0,4,20
747,748,11045111,codestarters,/codestarters,2022-07-13,EXPERT,0,0,3,20
748,749,1304974,Salim Khazem,/salimkhazem,2017-10-02,EXPERT,0,0,7,19
749,750,1399312,Calven Ng,/calven22,2017-11-08,EXPERT,0,0,3,19
750,751,1483555,Takamichi Toda,/takamichitoda,2017-12-09,EXPERT,0,0,4,19
751,752,2054977,Parth Chokhra,/parthplc,2018-07-09,EXPERT,0,1,2,19
752,753,2326382,Paul,/prondeau,2018-10-05,EXPERT,0,2,2,19
753,754,2435391,podsyp,/podsyp,2018-11-01,EXPERT,0,0,9,19
754,755,2863436,Tan Phan,/phanttan,2019-02-26,EXPERT,0,0,3,19
755,756,3203431,Prakhar Rathi,/prakharrathi25,2019-05-09,EXPERT,0,1,4,19
756,757,3389856,Ishan Kotian,/lykin22,2019-06-25,EXPERT,0,0,4,19
757,758,3565979,Marco Carujo,/mcarujo,2019-08-10,EXPERT,0,0,3,19
758,759,4356057,Archan Ghosh,/archanghosh,2020-01-20,EXPERT,0,0,3,19
759,760,4359632,Atharva Ingle,/atharvaingle,2020-01-21,EXPERT,0,1,2,19
760,761,4364876,NITISH SINGHAL,/nitishsinghal,2020-01-22,EXPERT,0,0,3,19
761,762,5368170,Harsha Varshney,/harshavarshney,2020-06-25,EXPERT,0,0,6,19
762,763,5449099,IAbhishekBhardwaj,/iabhishekbhardwaj,2020-07-11,EXPERT,0,0,3,19
763,764,5602038,Osiris,/oossiiris,2020-08-10,EXPERT,0,1,4,19
764,765,6234152,Mansib Mursalin,/mansibmursalin,2020-11-24,EXPERT,0,0,3,19
765,766,6405452,Chanon Charuchinda,/chanoncharuchinda,2020-12-19,EXPERT,0,0,3,19
766,767,7307107,Rogerio Vaz,/rogeriovaz,2021-04-29,EXPERT,0,0,3,19
767,768,7385725,Pralabh Poudel,/pralabhpoudel,2021-05-10,EXPERT,0,0,3,19
768,769,8110380,Ibrahim Serouis 99,/ibrahimserouis99,2021-08-11,EXPERT,0,0,3,19
769,770,9024155,Umang Dobariya,/umangdobariya1436,2021-11-29,EXPERT,0,0,3,19
770,771,252874,SkyLord,/skylord,2014-10-30,EXPERT,0,0,3,18
771,772,484496,Elias Dabbas,/eliasdabbas,2015-12-09,EXPERT,0,1,2,18
772,773,987995,dr. Konya,/sandorkonya,2017-03-25,EXPERT,0,0,3,18
773,774,1468862,Pranav Hari,/phiitm,2017-12-04,EXPERT,0,0,6,18
774,775,1475554,Arman Malekzadeh Lashkaryani,/malekzadeharman,2017-12-06,EXPERT,0,0,3,18
775,776,1533640,ahmettezcantekin,/ahmettezcantekin,2018-01-06,EXPERT,0,1,4,18
776,777,1710629,Dwarika Teli,/dwarika,2018-03-11,EXPERT,0,0,6,18
777,778,1876507,Srinidhi,/ggsri123,2018-05-02,EXPERT,0,0,3,18
778,779,2089138,Satyajit Pattnaik,/pattnaiksatyajit,2018-07-22,EXPERT,0,0,6,18
779,780,2249414,Satyam Prasad Tiwari,/satyampd,2018-09-15,EXPERT,0,1,2,18
780,781,3198184,Convophile,/vineeth1999,2019-05-08,EXPERT,0,0,4,18
781,782,3237858,Anton Kostin,/visualcomments,2019-05-17,EXPERT,0,0,4,18
782,783,3550438,Faseeh001,/faseeh001,2019-08-06,EXPERT,0,0,3,18
783,784,3746884,Ashwani Rathee,/ashkhagan,2019-09-22,EXPERT,0,1,2,18
784,785,3847086,Vipin Kumar,/vipin20,2019-10-12,EXPERT,0,0,3,18
785,786,4196226,aman2000jaiswal,/aman2000jaiswal,2019-12-12,EXPERT,0,1,2,18
786,787,4274480,Manish Sharma,/monal007,2020-01-02,EXPERT,0,0,5,18
787,788,4948300,Shubham Singh,/shub99,2020-04-24,EXPERT,0,0,3,18
788,789,5130382,LandfallMotto,/landfallmotto,2020-05-20,EXPERT,0,0,3,18
789,790,5308433,Omar Hany,/omarhanyy,2020-06-15,EXPERT,0,1,2,18
790,791,5545022,Sidharth Kumar Mohanty,/sidharth178,2020-07-29,EXPERT,0,0,5,18
791,792,5661275,BHAVISH SALIA,/bhavishsalia,2020-08-22,EXPERT,0,0,3,18
792,793,5663726,Lázaro,/lazaro97,2020-08-22,EXPERT,0,1,3,18
793,794,6195046,sonu kumari,/sonukumari47,2020-11-19,EXPERT,0,0,4,18
794,795,8487941,CaptainClever,/abhimaneukj,2021-10-01,EXPERT,0,0,5,18
795,796,8774901,Kourosh Kouhyar,/cyruskouhyar,2021-11-02,EXPERT,0,0,4,18
796,797,103225,Bukun,/ambarish,2013-05-27,EXPERT,0,1,2,17
797,798,745525,yu4u,/ren4yu,2016-10-09,EXPERT,0,0,3,17
798,799,1220228,Fellipe Gomes,/gomes555,2017-08-17,EXPERT,0,2,2,17
799,800,2127141,SAIF UDDIN,/saife245,2018-08-05,EXPERT,0,0,5,17
800,801,2986914,Akshat Dubey,/akshat0007,2019-03-24,EXPERT,0,2,1,17
801,802,3591792,VIVEK,/vivmankar,2019-08-17,EXPERT,0,0,3,17
802,803,3734498,Somesh Sharma,/somesh24,2019-09-19,EXPERT,0,0,9,17
803,804,4564622,Alberto Zorzetto,/albertozorzetto,2020-02-26,EXPERT,0,0,3,17
804,805,4656711,Cameron MacPherson,/cameronmacpherson,2020-03-12,EXPERT,0,0,3,17
805,806,4684168,Akhilesh D. Kapse,/akhileshdkapse,2020-03-17,EXPERT,0,0,3,17
806,807,4687113,Jyot Makadiya,/jyotmakadiya,2020-03-17,EXPERT,0,0,4,17
807,808,4708826,Soumyadip Sarkar,/impapan,2020-03-20,EXPERT,0,0,5,17
808,809,4848480,Jin Bonnie,/jinbonnie,2020-04-10,EXPERT,0,0,5,17
809,810,4892590,Daniboy370,/daniboy370,2020-04-16,EXPERT,0,1,2,17
810,811,4943432,SHREYAS P J,/shreyaspj,2020-04-23,EXPERT,0,0,3,17
811,812,5238268,Abu Bakar,/bakar31,2020-06-05,EXPERT,0,0,3,17
812,813,5330155,D_aniel122,/daniel122,2020-06-19,EXPERT,0,0,3,17
813,814,5344332,Ahmed Ali Omar,/ahmedaliomar,2020-06-21,EXPERT,0,0,3,17
814,815,5639119,Mehant Kammakomati,/mehantkammakomati,2020-08-18,EXPERT,0,0,3,17
815,816,5782796,Arif Eker,/arifeker,2020-09-15,EXPERT,0,0,4,17
816,817,6044157,Balasubramaniam,/balasubramaniamv,2020-10-27,EXPERT,0,0,3,17
817,818,6223515,Abdelrahman Mahana,/abdelrahmanmahana,2020-11-23,EXPERT,0,0,3,17
818,819,6410124,HAIDER MASOOD,/haidermasood,2020-12-20,EXPERT,0,0,4,17
819,820,6880456,Diana Pratiwi,/dianapratiwi,2021-03-07,EXPERT,0,0,3,17
820,821,6910521,Hugo R. V. Angulo,/hugovallejo,2021-03-10,EXPERT,0,0,3,17
821,822,8945148,Johannes Hötter,/johoetter,2021-11-20,EXPERT,0,0,4,17
822,823,192294,Sudipta Kar,/cryptexcode,2014-04-30,EXPERT,0,0,3,16
823,824,254569,Abishek Sudarshan,/abisheksudarshan,2014-11-04,EXPERT,0,1,2,16
824,825,355417,AiswaryaRamachandran,/aiswaryaramachandran,2015-05-20,EXPERT,0,0,3,16
825,826,622996,Muhammad Nakhaee,/imuhammad,2016-05-24,EXPERT,0,0,3,16
826,827,1070485,Ahiale Darlington,/elikplim,2017-05-12,EXPERT,0,0,3,16
827,828,1439783,Evan Hallmark,/ehallmar,2017-11-22,EXPERT,0,1,4,16
828,829,1533578,Atri Saxena,/atrisaxena,2018-01-06,EXPERT,0,0,3,16
829,830,1592357,Guy Barash,/guybarash,2018-01-29,EXPERT,0,0,3,16
830,831,1673888,Tarek Hamdi,/hamditarek,2018-02-27,EXPERT,0,0,6,16
831,832,2369716,Meric Pakkan,/pakkanmeric,2018-10-16,EXPERT,0,0,4,16
832,833,2708391,soham mukherjee,/soham1024,2019-01-15,EXPERT,0,0,7,16
833,834,2980755,Md. Redwan Karim Sony,/redwankarimsony,2019-03-23,EXPERT,0,0,5,16
834,835,3505796,AndresHG,/andreshg,2019-07-25,EXPERT,0,0,4,16
835,836,3543139,GreatGameDota,/greatgamedota,2019-08-04,EXPERT,0,1,2,16
836,837,3579737,Abhijeet Bhilare,/abhijeetbhilare,2019-08-14,EXPERT,0,0,3,16
837,838,3781557,Mohamed abdelrazik,/mohamed3abdelrazik,2019-09-29,EXPERT,0,1,3,16
838,839,4042963,Harsh Walia,/harshwalia,2019-11-15,EXPERT,0,0,3,16
839,840,4397228,Zaid Qureshi,/zq1200,2020-01-28,EXPERT,0,0,3,16
840,841,4860182,Jeffrey Braun,/jeffreybraun,2020-04-11,EXPERT,0,1,3,16
841,842,4954907,Mohsin Raza,/razamh,2020-04-25,EXPERT,0,0,4,16
842,843,5041393,Aayush Kandpal,/aayushkandpal,2020-05-07,EXPERT,0,0,5,16
843,844,5056607,Çağrı Karadeniz,/arkaradeniz,2020-05-09,EXPERT,0,0,3,16
844,845,5144477,Yash Chauhan,/lazrus,2020-05-22,EXPERT,0,0,3,16
845,846,5264886,Vivekkumar Gediya,/vivekgediya,2020-06-09,EXPERT,0,0,4,16
846,847,5905300,Adam Wurdits,/adamwurdits,2020-10-07,EXPERT,0,0,3,16
847,848,7496731,AngadChau,/angadchau,2021-05-24,EXPERT,0,0,3,16
848,849,7806547,Levent Özdemir,/leventoz,2021-06-30,EXPERT,0,0,3,16
849,850,10467753,MINHAZ CHOWDHURY,/minhazengg,2022-05-07,EXPERT,0,0,3,16
850,851,3256,Jeremy Howard,/jhoward,2010-10-13,EXPERT,0,0,6,15
851,852,152648,Saurav Agarwal,/sauravagarwal,2013-12-26,EXPERT,0,0,6,15
852,853,612429,Motaz Saad,/mksaad,2016-05-13,EXPERT,0,0,3,15
853,854,634872,Jeff Faudi,/jeffaudi,2016-06-07,EXPERT,0,0,3,15
854,855,734344,seefun,/seefun,2016-09-30,EXPERT,0,0,3,15
855,856,1035002,ryches,/ryches,2017-04-21,EXPERT,0,2,3,15
856,857,1195275,Chanran Kim,/seriousran,2017-08-01,EXPERT,0,1,3,15
857,858,1853329,Hieu Phung,/phunghieu,2018-04-24,EXPERT,0,0,4,15
858,859,2063115,Artificial Intelligence inIT,/initagon,2018-07-12,EXPERT,0,0,6,15
859,860,2183023,akensert,/akensert,2018-08-26,EXPERT,0,2,2,15
860,861,2589790,Sagar Khanna,/vesuvius13,2018-12-07,EXPERT,0,0,4,15
861,862,3148426,Padhma Muniraj,/padhmam,2019-04-27,EXPERT,0,0,3,15
862,863,3545140,Tanishq Gautam,/ligtfeather,2019-08-04,EXPERT,0,0,3,15
863,864,3925987,Roberto Lofaro,/robertolofaro,2019-10-25,EXPERT,0,0,3,15
864,865,3946565,leukipp,/leukipp,2019-10-29,EXPERT,0,0,3,15
865,866,4227513,Ultron,/mrutyunjaybiswal,2019-12-19,EXPERT,0,0,3,15
866,867,4298011,Alif Rahman,/alifrahman,2020-01-07,EXPERT,0,0,3,15
867,868,4487449,Jebathurai JB,/jebathuraiibarnabas,2020-02-13,EXPERT,0,0,3,15
868,869,4630396,Yerram Varun,/yerramvarun,2020-03-08,EXPERT,0,0,3,15
869,870,4946340,Patrick Gomes,/patrickgomes,2020-04-23,EXPERT,0,0,4,15
870,871,5045952,Sujan Shirol,/sujan97,2020-05-08,EXPERT,0,0,4,15
871,872,5108943, TEJA KUMAR,/ravillatejakumar,2020-05-17,EXPERT,0,0,3,15
872,873,5223111,vyom bhatia,/vyombhatia,2020-06-03,EXPERT,0,0,5,15
873,874,5325169,Kaito,/japandata509,2020-06-18,EXPERT,0,0,4,15
874,875,6557309,Tasneem Abdul Rahim,/tasneemabdulrahim,2021-01-20,EXPERT,0,0,5,15
875,876,7009646,Binary Joker,/binaryjoker,2021-03-23,EXPERT,0,0,4,15
876,877,7140321,Prathik Mohan,/pratmo,2021-04-09,EXPERT,0,0,3,15
877,878,7422083,Sana Shaikh,/sana306,2021-05-15,EXPERT,0,0,3,15
878,879,8596409,Brandon Qilin Hung,/brandonqilin,2021-10-14,EXPERT,0,0,3,15
879,880,9640154,Gabriel Ramos,/gabrielramos87,2022-02-11,EXPERT,0,0,3,15
880,881,1068315,Marlesson,/marlesson,2017-05-10,EXPERT,0,2,1,14
881,882,1160082,Mohammad Shahebaz,/shaz13,2017-07-08,EXPERT,0,0,4,14
882,883,1238713,Daniel Grijalva,/danielgrijalvas,2017-08-29,EXPERT,0,1,2,14
883,884,1253728,AnkurJain,/ankkur13,2017-09-07,EXPERT,1,0,2,14
884,885,1300246,Ashadullah Shawon,/shawon10,2017-09-29,EXPERT,0,1,2,14
885,886,1544627,Saman Siadati,/samansiadati,2018-01-11,EXPERT,0,2,1,14
886,887,1914939,Tomas Mantero,/tomasmantero,2018-05-15,EXPERT,0,0,3,14
887,888,1943511,VIGNESH KUMAR.K,/vignesh9147,2018-05-26,EXPERT,0,0,3,14
888,889,2020756,palak sood,/palaksood97,2018-06-26,EXPERT,0,0,6,14
889,890,2490236,Alexey Kotlik,/antaresnyc,2018-11-13,EXPERT,0,1,2,14
890,891,3722314,Dev Sharma,/dev0914sharma,2019-09-17,EXPERT,0,0,3,14
891,892,4001300,chumajin,/chumajin,2019-11-08,EXPERT,0,0,3,14
892,893,4016340,Mostafa Faramin,/mostafafaramin,2019-11-11,EXPERT,0,0,3,14
893,894,4429509,Sohom Majumder,/sohommajumder21,2020-02-03,EXPERT,0,0,3,14
894,895,4454045,Aadhav Vignesh,/aadhavvignesh,2020-02-07,EXPERT,0,0,4,14
895,896,4520458,Itokiana RAFIDINARIVO,/itokianarafidinarivo,2020-02-19,EXPERT,0,0,4,14
896,897,4752011,Krishna,/notkrishna,2020-03-27,EXPERT,0,0,3,14
897,898,4789522,Manish KC,/manishkc06,2020-04-01,EXPERT,0,0,4,14
898,899,5280881,Jay,/jaykumar1607,2020-06-11,EXPERT,0,0,3,14
899,900,5433195,Sandor Abad,/sandorabad,2020-07-08,EXPERT,0,0,3,14
900,901,5601216,Abhranta Panigrahi,/abhranta,2020-08-10,EXPERT,0,0,3,14
901,902,5659116,Rasel Ahmed,/data855,2020-08-21,EXPERT,0,0,4,14
902,903,6454812,Diksha Bhati,/dikshabhati2002,2021-01-02,EXPERT,0,0,3,14
903,904,6509179,Sameer Patel,/therealsampat,2021-01-12,EXPERT,0,0,4,14
904,905,6800718,HamnaKhalid,/hkhamnakhalid,2021-02-24,EXPERT,0,0,3,14
905,906,7555070,Abdumalik Khoshimov,/abdumaleek,2021-05-31,EXPERT,0,0,4,14
906,907,7717502,Yotoro,/shivansh002,2021-06-18,EXPERT,0,0,3,14
907,908,8405948,Asis Rangel,/asisheriberto,2021-09-21,EXPERT,0,0,3,14
908,909,8407160,Moath Mohamed,/moathmohamed,2021-09-21,EXPERT,0,0,3,14
909,910,8436553,T Rohit Bharadwaj,/trohitbharadwaj,2021-09-25,EXPERT,0,0,3,14
910,911,410158,Raja CSP,/rajacsp,2015-09-01,EXPERT,0,0,4,13
